C[C@@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1
Nc1nc2cc(Br)ccc2o1
Nc1nc2ccc(Br)cc2o1
O=C1OCc2cc(Br)ccc21
C#Cc1ccccc1Br
C[Si](C)(C)C#Cc1cccc(Br)c1
Brc1nsc(-c2ccccc2)n1
Brc1cccc(-c2cc[nH]n2)c1
O=c1cc(Br)c(-c2ccccc2)n[nH]1
OB(O)c1ccc(Br)s1
Brc1ccc(CN2CCNCC2)cc1
Brc1ncc[nH]1
Brc1ccc2ccncc2n1
Brc1cccc2nccnc12
Brc1ccc(C2CCCN2)cc1
CN1CCOc2cc(Br)ccc21
Brc1ccc(N2CCOCC2)nc1
Clc1ccnc2cc(Br)ccc12
CSc1nc(Br)ns1
Brc1ccc2scnc2c1
FC(F)C(F)(F)Oc1cccc(Br)c1
Brc1nncc2ccccc12
CNC(=O)c1ccnc(Br)c1
CCOC(=O)CC(=O)c1cccc(Br)c1
CCOC(=O)CC(=O)c1ccccc1Br
NNC(=O)c1cc(Cl)ccc1Br
Nc1ccc2ncsc2c1Br
Cc1cc(O)ncc1Br
Brc1cnc(Oc2cccnc2)nc1
Cc1cc(Br)ccn1
Cc1c(Br)csc1C(=O)O
CCC(=O)c1ccc(Br)cc1O
Brc1ccccc1N1CCNCC1
COC(=O)c1cnc(Cl)c(Br)c1
Cc1c(C(=O)O)oc2ccc(Br)cc12
O=C1CCCc2ccc(Br)cc2N1
Brc1cccc(N2CCCC2)c1
Brc1cnc2ncccc2c1
Oc1ccc(Br)nc1
Brc1nncs1
OCc1cnc(Br)s1
CC(=O)CC(=O)c1ccc(Br)cc1
Clc1nc2ccc(Br)cc2s1
FC(F)(F)c1cncc(Br)c1
COC(=O)c1ccc(F)c(Br)c1
Brc1ccc2cnccc2c1
Brc1ccc(-c2ncco2)cc1
Nc1cc(C(F)(F)F)c(Br)cc1F
Brc1cnc2[nH]ncc2c1
Brc1cccc2[nH]ncc12
O=C(O)c1c[nH]c2ccc(Br)cc12
Brc1ccc(-c2cccs2)cc1
CC(C)(C)OC(=O)n1cc(CO)c2c(Br)cccc21
O=C(O)c1ccsc1Br
COc1cc(Br)cc(OC)c1
Brc1cnc2ncccn12
COC(=O)c1ccc(Br)cc1F
CCOc1ccc(F)c(B(O)O)c1Br
CC(C)(C)OC(=O)Nc1ccc(Br)cn1
CC(=O)c1ccc(Oc2cccc(Br)c2)cc1
Brc1ncccc1OC1CCCCO1
Brc1ccc(-c2nc3cnccc3[nH]2)cc1
CC(C)(C)OC(=O)c1cccc(Br)c1
CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cc2)CC1
Brc1cnc2[nH]ccc2c1
CCOC(=O)c1nc2cc(Br)ccc2[nH]1
Cc1ncc(Br)n1C
Brc1cnn2ccccc12
Clc1nccc2cc(Br)ccc12
CCOC(=O)c1nc(Br)no1
CCOC(=O)c1cn2c(Br)cccc2n1
O=C1CC(c2cccc(Br)c2)CC(=O)N1
Cn1nnc(-c2ccc(Br)cn2)n1
O=C(O)c1csc2ccc(Br)cc12
CC(C)(N)c1ccc(Br)cc1
O=C(O)c1cc(Br)cnc1F
CS(=O)(=O)Cc1ccccc1Br
O=Cc1ccc2cc(Br)ccc2n1
CC(C)(C)OC(=O)NCc1cccc(Br)n1
Brc1cnc2ccccc2n1
COC(=O)c1cc2c(Br)cccc2s1
NC1(c2ccc(Br)cc2)CC1
COC(=O)c1cc(Cl)ncc1Br
CC(C)(C)OC(=O)N1CCN(c2ncc(Br)cn2)CC1
Brc1ccnc2ccccc12
O=C(c1cccc(Br)c1)c1ccccn1
O=C1COc2cc(Br)ccc2N1
Brc1ccc2cncnc2c1
CC(C)(C)OC(=O)N1CCC(Nc2ccc(Br)cc2)CC1
Fc1ncc(Br)c(F)n1
CC(C)(C#N)c1ccc(Br)cn1
COC(=O)c1cnc(O)c(Br)c1
Brc1ccc2ncncc2c1
OCc1ccc(Br)c(F)c1
Cc1n[nH]c2cc(Br)ccc12
Brc1cccc2nccn12
COC(=O)c1ncsc1Br
CC(C)(C)OC(=O)c1ccc(Br)cn1
COc1ccc2nccc(Br)c2c1
Cc1cc(Br)n(C)n1
Brc1ccc2ncnn2c1
CC(C)(C)OC(=O)n1cc(Br)c2cccnc21
CCOP(=O)(Cc1ccc(Br)cn1)OCC
Cc1cncc(Br)n1
Cn1cnc2ccc(Br)cc21
Nc1ncnn2c(Br)ccc12
Brc1ncn[nH]1
Brc1cccc2ccoc12
Cn1ccc(-c2cccc(Br)c2)n1
Cc1ccc(S(=O)(=O)n2cc(Br)c3ccccc32)cc1
COc1ccc2cc(Br)cnc2n1
COc1ccc2nc(Br)ccc2n1
COc1ncc2cc(Br)ccc2n1
COc1cc2ccc(Br)nc2cn1
COc1ccc2cc(Br)ncc2n1
FC(F)(F)c1ccc2cc(Br)ncc2n1
N#Cc1cc(Br)ccc1C=O
Brc1cnc2nccn2c1
COc1ccc2[nH]cc(Br)c2n1
Brc1ccc2[nH]ccc2n1
Brc1cnc2cc[nH]c2c1
COC(=O)c1ccc(Br)c2ccccc12
O=C1NCc2cc(Br)ccc21
O=C(O)c1nc(Br)cs1
Clc1nc2cccc(Br)c2s1
Clc1ccc(Br)c2[nH]ncc12
Brc1cn2ccnc2cn1
Cc1cn[nH]c1-c1ccc(Br)cc1
FC(F)(F)c1ncc(Br)cn1
Brc1cccc2[nH]cnc12
CCCc1cc(NC(=O)OC(C)(C)C)c2cc(Br)ccc2n1
CCOC(=O)c1coc(Br)n1
Cc1c(Cl)cc(Cl)cc1Br
CC(C)NC(=O)c1ccc(Br)cn1
O=C(NCc1ccccc1)c1ccc(Br)cn1
C=CCc1ccc(Br)c(F)c1
Brc1cnn(-c2ncccn2)c1
Cc1cc(F)cnc1Br
CC(C)(C)OC(=O)C(C)(C)Sc1ccc(Br)cc1
Brc1ccc(-n2cnnc2)nc1
O=S(=O)(Cc1ccc(Br)cc1)N1CCCC1
Cn1cnc2cc(Br)ccc21
O=C1CCc2ccc(Br)cc2N1
Clc1ncc2c(Br)c[nH]c2n1
O=C1CCCN1c1ccc(Br)cc1F
COC(=O)CCc1ccc(Br)cc1
Brc1ccc2c(c1)oc1ccccc12
COc1ccc(Cn2cnc3cc(Br)ccc32)cc1
Brc1cnc2nncn2c1
Nc1nccc(Br)n1
Oc1cnc2cc(Br)ccc2n1
CCOC(=O)c1cnn2cc(Br)cnc12
Cn1cc(Br)nn1
Brc1ncnc2ccccc12
Brc1cccc2ncncc12
Brc1ccn2nccc2n1
Clc1cc(Br)cc2cn[nH]c12
CCOC(=O)c1nc(Br)cs1
COC(=O)c1ccc2[nH]nc(Br)c2c1
Brc1csc2cnccc12
CC(=O)Nc1ncc(F)cc1Br
OCc1coc(Br)n1
Brc1ccccc1C1CC1
CC1(C)OB(c2ccc(Br)cc2)OC1(C)C
FC(F)(F)c1nc2ccc(Br)cc2s1
Nc1cnc(-c2cccc(Br)c2)nc1
N#Cc1cc2cc(Br)ccc2s1
Cc1nc(Br)sc1C
FC(F)(F)c1ccc(Br)c2ncccc12
CCOC(=O)c1cc2ccc(Br)nc2[nH]1
Clc1ncnc2cc(Br)cnc12
O=c1c2cc(Br)ccc2ccc2ncc(Cl)cc12
COc1nccc(N)c1Br
Cc1cc(Br)cnc1C
Oc1cc2cccc(Br)c2cn1
CC(C)(C)c1cc(Br)c2ncccc2c1
Brc1cncc2[nH]ccc12
COc1ccc2cc(Br)ccc2n1
FC(F)(F)c1ccc(Br)c2[nH]ccc12
O=C1CC(c2ccc(Br)cc2)N1
Brc1cccc2cncnc12
Brc1ccnc2cccnc12
Brc1cnc2cccnc2c1
CC1(C)C(=O)Nc2ccc(Br)cc21
CC(C)(C)OC(=O)N1CCOc2ccc(Br)cc2C1
O=C(O)c1cn2cccc(Br)c2n1
O=c1cc(O)c2ccc(Br)cc2o1
FC(F)(F)c1nc2ccc(Br)cn2n1
Cc1nc2cccc(Br)n2n1
Clc1noc2ccc(Br)cc12
Brc1cnsn1
OC1Cc2ccc(Br)cc2C1
[2H]c1nc(Br)cs1
NS(=O)(=O)Cc1cccc(Br)c1
Brc1cnn(-c2ccncc2)c1
COC(=O)c1nc2cccc(Br)c2s1
COC(=O)c1cnc2[nH]cc(Br)c2c1
O=C1CCCCc2c(Br)cccc21
Clc1cc2c(Br)n[nH]c2cn1
Nc1c(F)cncc1Br
Oc1ccc2cccnc2c1Br
COC(=O)c1cc(Br)n(C(=O)OC(C)(C)C)c1
Brc1cnc2ncoc2c1
Clc1ccc2nc(Br)cnc2c1
Cc1cc(Br)c2nc(C(=O)O)cn2c1
CC(C)(C)OC(=O)n1cc(Br)c2cc(Cl)ccc21
Brc1cccc(Cn2cccn2)c1
COC(=O)c1cc(Br)ccc1C(F)(F)F
COC(=O)c1ncc(F)cc1Br
Cc1ccc2ccc(Br)nc2n1
O=C1NCCCc2c(Br)cccc21
COc1ccnc(Br)c1C
Cc1ccnc(Br)c1CO
Brc1cnc2snnc2c1
CC(C)(C)OC(=O)N1CCCCC1c1ccc(Br)cc1
Clc1ccc(Br)c2cn[nH]c12
Brc1cccc(-c2nnc(C3CC3)o2)c1
OC1(c2ccccc2Br)CC1
FC(F)(F)c1cnc2cc(Br)ncc2n1
CC(C)(O)c1cnccc1Br
CC(=O)c1c(Br)ccnc1F
CC(C)(CO)c1ccc(Br)cn1
CC(C)(CO)c1cc(Br)ccn1
COc1ccc(COc2cccc(Br)n2)cc1
ClCc1nc(Br)no1
Brc1ccc(-c2nnc[nH]2)cc1
CC(C)(C)OC(=O)NC1(c2ccc(Br)cc2)CC(=O)C1
O=C1CN(Cc2cccc(Br)c2)C(=O)N1
O=C1c2ccc(Br)cc2CN1C1CC1
CCOC(=O)c1ncn2ccc(Br)cc12
COc1ncc(Br)nc1OC
Brc1cc2ncccc2[nH]1
Clc1ccc2ncc(Br)cc2c1
Clc1cnc2cc(Br)ccc2c1
FC(F)(F)c1cc2ccc(Br)cc2cn1
FC(F)(F)c1cnc2nc(Br)ccc2c1
O=C1CCc2ncc(Br)cc2N1
COC(=O)Cc1ccc(Br)c(OC)c1
Brc1cccc2[nH]c3ccccc3c12
Brc1ccc2cnnn2c1
OC(c1ccc(Br)cn1)C(F)(F)F
O=C1CCc2cccc(Br)c2N1
N#Cc1[nH]cnc1Br
O=C1CCC(c2cccc(Br)c2)CN1
Brc1ccn2nnnc2c1
Oc1nccc2cc(Br)cnc12
O=C(OCc1ccccc1)N1CCc2ncc(Br)cc2C1
Brc1cccc(-n2ccnc2)c1
Brc1cccc(-n2cncn2)c1
CC(C)Sc1ccc(Br)cc1
OCC(O)c1cccc(Br)c1
O=C(Nc1ccc(Br)c(F)c1)c1ccccn1
Clc1ccc2c(Br)cnnc2c1
OC1CCOc2c(Br)cccc21
Brc1ccc2cnoc2n1
CC(C)(C)OC(=O)N1CCCc2ccc(Br)nc21
OCc1ncc(Br)s1
Cc1cn2cc(F)cc(Br)c2n1
Brc1cc2ncncc2s1
Brc1nsc2ccccc12
Cn1cccc1Br
O=C1CCC(Oc2cccc(Br)c2)CC1
O=C1CCC(Oc2ccccc2Br)CC1
O=C1CCCCC1Oc1ccc(Br)cc1
FCCOc1cncc(Br)c1
CCc1cccn2c(Br)cnc12
CC(C)(C)OC(=O)NCCc1c[nH]c2ccc(Br)cc12
Cn1nc(C2CC2)cc1Br
CCOC(=O)c1nnc(Br)o1
CC(C)(C)OC(=O)N1C[C@H](F)C[C@H]1c1nc(Br)c[nH]1
CC(C)(C)OC(=O)N1CCCC1c1nc(Br)c[nH]1
Brc1cnc2cncn2c1
Brc1ccc([C@@H]2CNCCO2)cc1
FC(F)(F)c1ccnc(Nc2cccc(Br)c2)n1
CC1(C)Cc2cc(Cl)cc(Br)c2O1
Cc1cc(Br)cc(Nc2nccc(C3CC3)n2)c1
O=S(=O)(Nc1ccccc1Br)C(F)(F)F
