,0
662,CN1C(=O)C[C@@](C)(c2cc(CNC(=O)[C@H](CCC(N)=O)NC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
663,CN1C(=O)C[C@@](C)(c2cc(CCC(=O)c3ccc(-c4ccccc4)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
664,COc1ccc2c(c1)c(Cc1csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c1)c(C)n2C(=O)c1ccc(Cl)cc1
665,COc1cc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)ccc1C=O
666,CN1C(=O)C[C@@](C)(c2cc(C(Cc3cccs3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
667,CC(NC(=O)OC(C)(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
668,CC(NC(=O)c1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
669,CN1C(=O)C[C@@](C)(c2cc(C(CO)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
670,CN1C(=O)C[C@@](C)(c2cc(C(CO)NC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
671,CC(=O)N1CCCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
672,CN1C(=O)C[C@@](C)(c2cc(CCCCCCNC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
673,CCCCCCCC/C=C\CCCCCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
674,CN1C(=O)C[C@@](C)(c2cc(C(CCC(N)=O)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
675,CN1C(=O)C[C@@](C)(c2cc(C(Cc3ccc(OC(C)(C)C)cc3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
676,CN1C(=O)C[C@@](C)(c2cc(C(Cc3c[nH]c4ccccc34)NC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
677,CN1C(=O)C[C@@](C)(c2cc(C(Cc3cn(Cc4ccccc4)cn3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
678,CN1C(=O)C[C@@](C)(c2cc(Cc3cccnc3)cs2)N/C1=N/C(=O)OC(C)(C)C
679,C[C@H](CCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
680,CN1C(=O)C[C@@](C)(c2cc(CSCCS(=O)(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
681,CN1C(=O)C[C@@](C)(c2cc(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cs2)N/C1=N/C(=O)OC(C)(C)C
682,CC1CCCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)C1
683,COC1CCCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)C1
684,CN1C(=O)C[C@@](C)(c2cc(C3CCOC3)cs2)N/C1=N/C(=O)OC(C)(C)C
685,CN1C(=O)C[C@@](C)(c2cc(CCCCCCCCCCNC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
686,COC(=O)[C@H](CCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)NC(=O)OC(C)(C)C
687,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
688,CN1C(=O)C[C@@](C)(c2cc(C3CCN(C(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
689,CCC(NC(=O)OCc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
690,Cc1ccc(S(=O)(=O)NC(=N)NCCCC(NC(=O)OCc2ccccc2)c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
691,CN1C(=O)C[C@@](C)(c2cc(C(Cc3cccnc3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
692,COC(=O)[C@H](Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)NC(C)=O
693,CC(=O)N[C@@H]1[C@@H](OC(C)c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)[C@H](O)[C@@H](CO)O[C@@H]1O
694,CN1C(=O)C[C@@](C)(c2cc(C3CC(=O)N(Cc4cccs4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
695,CN1C(=O)C[C@@](C)(c2cc(C3CC(=O)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
696,CN1C(=O)C[C@@](C)(c2cc(C3CCC(=O)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
697,COC(C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
698,COC(=O)CC(NC(=O)OCc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
699,C[C@H](O)Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
700,CN1C(=O)C[C@@](C)(c2cc(COc3ccccc3-c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
701,CN1C(=O)C[C@@](C)(c2cc(C3C[C@@H](OC(C)(C)C)CN3C(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
702,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
703,CSCCC(NC(=O)OC(C)(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
704,CC(c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)N1C(=O)c2ccccc2C1=O
705,CN1C(=O)C[C@@](C)(c2cc(C3CCN(c4ccc(C(F)(F)F)cn4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
706,CN1C(=O)C[C@@](C)(c2cc(CSc3ccc(C(C)(C)C)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
707,CN1C(=O)C[C@@](C)(c2cc(Cn3nc(-c4ccccc4)c4ccccc4c3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
708,CC(=O)NCCCCC(NC(C)=O)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
709,CN1C(=O)C[C@@](C)(c2cc(C3CCCCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
710,CC(C)C(NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
711,CN1C(=O)C[C@@](C)(c2cc(C3COc4ccccc4O3)cs2)N/C1=N/C(=O)OC(C)(C)C
712,CCOC(=O)NC(Cc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
713,CN1C(=O)C[C@@](C)(c2cc(CCc3cccnc3)cs2)N/C1=N/C(=O)OC(C)(C)C
714,Cc1cn(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c(=O)[nH]c1=O
715,CC(C)Oc1ccccc1-c1nnc(SCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)[nH]1
716,CCCOc1ccc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
717,CN1C(=O)C[C@@](C)(c2cc(C3CCCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
718,CN(Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)C(=O)c1ccco1
719,COc1ccc2c(c1)OCC(c1csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c1)C2
720,CCCCCCC(CCCC)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
721,CN1C(=O)C[C@@](C)(c2cc(C3CC(=O)N(C4CCCCC4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
722,CN1C(=O)C[C@@](C)(c2cc(Cn3ccc(-c4cccs4)n3)cs2)N/C1=N/C(=O)OC(C)(C)C
723,CN1C(=O)C[C@@](C)(c2cc(C3CCC(=O)c4ccccc4C3)cs2)N/C1=N/C(=O)OC(C)(C)C
724,C#CCCCCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
725,CN1C(=O)C[C@@](C)(c2cc(C(Cc3cccc(Cl)c3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
726,CN1C(=O)C[C@@](C)(c2cc(C(Cc3ccncc3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
727,CN1C(=O)C[C@@](C)(c2cc(CN3CCCC[C@H](NC(=O)OC(C)(C)C)C3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
728,CN1C(=O)C[C@@](C)(c2cc(CCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
729,CC(=O)OC(C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
730,CN1C(=O)C[C@@](C)(c2cc(C3CCOC(C)(C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
731,CN1C(=O)C[C@@](C)(c2cc(CCCC(=O)N3CCC(=O)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
732,CCCC(C)(F)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
733,CN1C(=O)C[C@@](C)(c2cc(CC3CCN(C(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
734,CN1C(=O)C[C@@](C)(c2cc(C3CCCC[C@@H]3C(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
735,CN1C(=O)C[C@@](C)(c2cc(C3C[C@@H](c4ccccc4)CC[C@H]3C(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
736,CN1C(=O)C[C@@](C)(c2cc(C3CCC[C@@H]3NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
737,CN1C(=O)C[C@@](C)(c2cc(C3CCC4CCCCC4C3)cs2)N/C1=N/C(=O)OC(C)(C)C
738,CN1C(=O)C[C@@](C)(c2cc(CC3CCCCCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
739,COC(=O)[C@H]1CCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)C1
740,CN1C(=O)C[C@@](C)(c2cc(C3CC[C@H](C(=O)c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
741,CN1C(=O)C[C@@](C)(c2cc(C3CCC[C@@H]3C(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
742,COC(=O)C1CCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)CC1
743,CN1C(=O)C[C@@](C)(c2cc(C3CCC[C@@H](C(=O)c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
744,CN1C(=O)C[C@@](C)(c2cc(C3CCCC[C@@H]3CC(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
745,CN1C(=O)C[C@@](C)(c2cc(CCCCC(=O)c3ccc(Cl)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
746,CN1C(=O)C[C@@](C)(c2cc(CCCC(=O)C3CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
747,CN1C(=O)C[C@@](C)(c2cc(CCC(=O)C(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
748,CN1C(=O)C[C@@](C)(c2cc(C3CC[C@@H](c4ccccc4)N3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
749,CN1C(=O)C[C@@](C)(c2cc(C3C[C@@H](c4ccccc4)CN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
750,CN1C(=O)C[C@@](C)(c2cc(C3CCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
751,CN1C(=O)C[C@@](C)(c2cc(Cn3c(=O)oc4ccccc43)cs2)N/C1=N/C(=O)OC(C)(C)C
752,COc1cccc(N2CC(c3csc([C@]4(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N4)c3)CC2=O)c1
753,CN1C(=O)C[C@@](C)(c2cc(Cc3cc(Cl)ccc3F)cs2)N/C1=N/C(=O)OC(C)(C)C
754,CN1C(=O)C[C@@](C)(c2cc(C3CC(c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
755,CC(C)C1CCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)CC1
756,CN1C(=O)C[C@@](C)(c2cc(CCc3nc4ccccc4s3)cs2)N/C1=N/C(=O)OC(C)(C)C
757,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
758,CN1C(=O)C[C@@](C)(c2cc(C[C@@H](Cc3cccc(F)c3)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
759,C=CC[C@H](Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)NC(=O)OC(C)(C)C
760,CN1C(=O)C[C@@](C)(c2cc(C3CCC(NC(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
761,CN1C(=O)C[C@@](C)(c2cc(C3CCC[C@H](NC(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
762,CN1C(=O)C[C@@](C)(c2cc(C3CCCC[C@@H]3NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
763,CC(CC(=O)c1ccccc1)Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
764,CN1C(=O)C[C@@](C)(c2cc(Cn3cc(C(F)(F)F)ccc3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
765,COc1ccc(C(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)NC(=O)OC(C)(C)C)cc1
766,CN1C(=O)C[C@@](C)(c2cc(CC(NC(=O)OC(C)(C)C)c3cccc(Cl)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
767,CN1C(=O)C[C@@](C)(c2cc(C3CCC(O)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
768,CC(OCc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
769,CC(C)Oc1ccc(N2CC(c3csc([C@]4(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N4)c3)CC2=O)cc1
770,CN1C(=O)C[C@@](C)(c2cc(CC3CCCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
771,CN1C(=O)C[C@@](C)(c2cc(CCC3CCCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
772,CN1C(=O)C[C@@](C)(c2cc(CC3CN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
773,CN1C(=O)C[C@@](C)(c2cc(C3CCN(C(=O)OCc4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
774,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)CCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
775,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)CCC3c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
776,CN1C(=O)C[C@@](C)(c2cc(C3CC(c4ccccc4)CN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
777,CN1C(=O)C[C@@](C)(c2cc(C3CCCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
778,CN1C(=O)C[C@@](C)(c2cc(Cn3cc(Cl)c(=O)c(Cl)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
779,COc1cc2c(cc1OC)C(Cc1csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c1)N(C(=O)OC(C)(C)C)CC2
780,CN1C(=O)C[C@@](C)(c2cc(C3CC[C@H](NC(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
781,CN1C(=O)C[C@@](C)(c2cc(Cn3cnc4sc5c(c4c3=O)CCCC5)cs2)N/C1=N/C(=O)OC(C)(C)C
782,Cc1cc(C)n(C(C)Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)n1
783,Cc1nc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c(C)s1
784,CN1C(=O)C[C@@](C)(c2cc(C3[C@@H]4CC[C@@H](C4)[C@H]3NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
785,CN1C(=O)C[C@@](C)(c2cc(C3CSCCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
786,CN1C(=O)C[C@@](C)(c2cc(CN3CC[C@H](NC(=O)OC(C)(C)C)C3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
787,CN1C(=O)C[C@@](C)(c2cc(C3CCCCC3O)cs2)N/C1=N/C(=O)OC(C)(C)C
788,CN1C(=O)C[C@@](C)(c2cc(C(CNC(=O)OC(C)(C)C)Cc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
789,CN1C(=O)C[C@@](C)(c2cc(C3Cc4ccccc4O3)cs2)N/C1=N/C(=O)OC(C)(C)C
790,CN1C(=O)C[C@@](C)(c2cc(C[C@H]3CCCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
791,CN1C(=O)C[C@@](C)(c2cc(C3CCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
792,CN1C(=O)C[C@@](C)(c2cc(C3CC(=O)CCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
793,CN1C(=O)C[C@@](C)(c2cc(C3CC(F)(F)CN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
794,CN1C(=O)C[C@@](C)(c2cc(CSc3cn(C)c4ccccc34)cs2)N/C1=N/C(=O)OC(C)(C)C
795,Cc1ccnn1Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
796,CN1C(=O)C[C@@](C)(c2cc(CC(NC(=O)OCc3ccccc3)C3CCN(C(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
797,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)CCS3)cs2)N/C1=N/C(=O)OC(C)(C)C
798,CN1C(=O)C[C@@](C)(c2cc(COC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
799,CN1C(=O)C[C@@](C)(c2cc(C3CCC(F)(F)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
800,CN1C(=O)C[C@@](C)(c2cc(CCCC(=O)c3ccccc3Cl)cs2)N/C1=N/C(=O)OC(C)(C)C
801,CC(Oc1ccc(C=O)cc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
802,COC(=O)CCC(NC(=O)OC(C)(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
803,CN1C(=O)C[C@@](C)(c2cc(CC3CN(C(=O)OC(C)(C)C)CCO3)cs2)N/C1=N/C(=O)OC(C)(C)C
804,CN1C(=O)C[C@@](C)(c2cc(C3COCCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
805,CN1C(=O)C[C@@](C)(c2cc(CCCC3CCN(C(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
806,CCOC(=O)N1CSCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
807,CN1C(=O)C[C@@](C)(c2cc(C3C[C@@H](c4ccccc4)CC[C@@H]3NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
808,Cc1nc(C)n(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)n1
809,CC(=O)c1c(C)nn(CCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c1C
810,Cc1cccc(C)c1Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
811,CC(F)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
812,CN1C(=O)C[C@@](C)(c2cc(C3COCCO3)cs2)N/C1=N/C(=O)OC(C)(C)C
813,CN1C(=O)C[C@@](C)(c2cc(C3CCCN(c4ncnc5sccc45)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
814,CN1C(=O)C[C@@](C)(c2cc(CC(NC(=O)OC(C)(C)C)C3CCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
815,CN1C(=O)C[C@@](C)(c2cc(C3CC(NC(=O)OCc4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
816,CN1C(=O)C[C@@](C)(c2cc(C3CCCN(C(=O)OC(C)(C)C)C3c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
817,CN1C(=O)C[C@@](C)(c2cc(C3C(c4ccccc4)CCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
818,CN1C(=O)C[C@@](C)(c2cc(CCc3cn(C(=O)OC(C)(C)C)c4ccccc34)cs2)N/C1=N/C(=O)OC(C)(C)C
819,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)CC3Cc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
820,CN1C(=O)C[C@@](C)(c2cc(C3CC(c4ccccc4)CN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
821,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(C#N)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
822,CN1C(=O)C[C@@](C)(c2cc(C3CCN(C(=O)c4ccc(B(O)O)cc4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
823,CN1C(=O)C[C@@](C)(c2cc(C3(c4cccc(Cl)c4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
824,CN1C(=O)C[C@@](C)(c2cc(C3CCCCO3)cs2)N/C1=N/C(=O)OC(C)(C)C
825,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
826,C[C@H]1CN(C(=O)OC(C)(C)C)CCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
827,CN1C(=O)C[C@@](C)(c2cc(CN(C)c3ncc(C=O)cn3)cs2)N/C1=N/C(=O)OC(C)(C)C
828,CC(=O)CCc1ccc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
829,CN1C(=O)C[C@@](C)(c2cc(CCc3cnccn3)cs2)N/C1=N/C(=O)OC(C)(C)C
830,CN1C(=O)C[C@@](C)(c2cc(CN3C(=O)COCC3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
831,CN1C(=O)C[C@@](C)(c2cc(CC3(c4ccccc4)CCN(C(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
832,CN1C(=O)C[C@@](C)(c2cc(Cn3c(-c4ccccc4)nc4ccccc43)cs2)N/C1=N/C(=O)OC(C)(C)C
833,CN1C(=O)C[C@@](C)(c2cc(C3CCC3(F)F)cs2)N/C1=N/C(=O)OC(C)(C)C
834,CN1C(=O)C[C@@](C)(c2cc(C3CC(NC(=O)OC(C)(C)C)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
835,CN1C(=O)C[C@@](C)(c2cc(C3CC34CCCC4)cs2)N/C1=N/C(=O)OC(C)(C)C
836,CCC1(CC)CC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
837,CN1C(=O)C[C@@](C)(c2cc(CCc3nc4ccccc4n3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
838,CN1C(=O)C[C@@](C)(c2cc(C3COCC(=O)N3Cc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
839,CN1C(=O)C[C@@](C)(c2cc(C3CCCN(c4ncc(-c5ccc6c(c5)OCO6)cn4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
840,CN1C(=O)C[C@@](C)(c2cc(C3CCC4(CC3)OC(=O)c3ccncc34)cs2)N/C1=N/C(=O)OC(C)(C)C
841,CN1C(=O)C[C@@](C)(c2cc(CC3CN4CCC3CC4)cs2)N/C1=N/C(=O)OC(C)(C)C
842,CN1C(=O)C[C@@](C)(c2cc(C3CCC4(CC3)OCCO4)cs2)N/C1=N/C(=O)OC(C)(C)C
843,CN1C(=O)C[C@@](C)(c2cc(CC3CCC(NC(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
844,CN1C(=O)C[C@@](C)(c2cc(Cc3cccc(-c4ccccn4)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
845,CN1C(=O)C[C@@](C)(c2cc(C3CCC(c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
846,CN1C(=O)C[C@@](C)(c2cc(C3(F)CCOCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
847,CN1C(=O)C[C@@](C)(c2cc(CC3CCN3C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
848,CN1C(=O)C[C@@](C)(c2cc(C3CC4(CCN(C(=O)OC(C)(C)C)CC4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
849,CN1C(=O)C[C@@](C)(c2cc(CC3CCC4(CC3)CCN(C(=O)OC(C)(C)C)CC4)cs2)N/C1=N/C(=O)OC(C)(C)C
850,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)cs2)N/C1=N/C(=O)OC(C)(C)C
